core,channel,dense_block_fraction_0.080,dense_block_fraction_0.200,max,max_block_density_0.080,max_block_density_0.200,mean,mean_block_density_0.080,mean_block_density_0.200,mean_intensity_per_pixel,median,p99,pos_fraction_0.080,pos_fraction_0.200,pos_mean_0.080,pos_mean_0.200,pos_p95_0.080,pos_p95_0.200,speckle_index,speckle_score,std,total_intensity
core_165,4,0.0,0.0,0.2375982254743576,0.1484375,0.005859375,0.0034691421315073967,0.0005321502685546875,2.1457672119140625e-06,0.0034691421315073967,0.0030518043786287308,0.01913481391966343,0.0005321502685546875,2.1457672119140625e-06,0.10182374715805054,0.21858718991279602,0.1477111279964447,0.23660944402217865,101824.74715805054,0.10276902947338658,0.004423520993441343,14550.63671875
core_165,5,0.0,0.0,0.012314030900597572,0.0,0.0,0.0028998160269111395,0.0,0.0,0.0028998160269111395,0.0030060273129493,0.0035095750354230404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0004945282125845551,12162.7099609375
core_165,6,0.0,0.0,0.23526360094547272,0.146484375,0.005859375,0.004150119610130787,0.0007779598236083984,4.76837158203125e-06,0.004150119610130787,0.003082322422415018,0.028946364298462868,0.0007779598236083984,4.76837158203125e-06,0.10412812978029251,0.2083367556333542,0.1508277952671051,0.22340580821037292,104129.12978029251,0.10504634431899236,0.005485019646584988,17406.86328125
core_165,7,0.0,0.0,0.00807202234864235,0.0,0.0,0.0027816861402243376,0.0,0.0,0.0027816861402243376,0.0030060273129493,0.0037689784076064825,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0008008464355953038,11667.2373046875
core_165,8,0.0,0.0,0.04950026795268059,0.0,0.0,0.004019695334136486,0.0,0.0,0.004019695334136486,0.0033264667727053165,0.013061722740530968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0020848182030022144,16859.82421875
core_165,9,0.0,0.0,0.1569695621728897,0.0439453125,0.0,0.0030657921452075243,5.316734313964844e-05,0.0,0.0030657921452075243,0.0029755092691630125,0.00521858548745513,5.316734313964844e-05,0.0,0.09447851032018661,0.0,0.12768138945102692,0.0,94479.51032018661,0.09547343398146596,0.002087638946250081,12858.8642578125
core_165,10,0.0,0.0,0.2239414006471634,0.150390625,0.0048828125,0.00362164038233459,0.00011420249938964844,1.6689300537109375e-06,0.00362164038233459,0.0030212863348424435,0.016266116872429848,0.00011420249938964844,1.6689300537109375e-06,0.10824797302484512,0.21278488636016846,0.16573436558246613,0.22324559092521667,108248.97302484512,0.10923549663327244,0.0031731105409562588,15190.2607421875
core_165,11,0.000244140625,0.0,0.4888074994087219,0.41015625,0.0693359375,0.003658820642158389,0.00038623809814453125,3.457069396972656e-05,0.003658820642158389,0.0029755092691630125,0.01731899008154869,0.00038623809814453125,3.457069396972656e-05,0.12573932111263275,0.265487939119339,0.23452502489089966,0.381820410490036,512.9313883108226,0.12669036955828608,0.004210523795336485,15346.2060546875
core_165,12,0.0,0.0,0.14868390560150146,0.0068359375,0.0,0.0032269004732370377,2.86102294921875e-06,0.0,0.0032269004732370377,0.0030975814443081617,0.006851301062852144,2.86102294921875e-06,0.0,0.11303502321243286,0.0,0.1467704325914383,0.0,113036.02321243286,0.11403469695561444,0.0012332425685599446,13534.6015625
core_165,13,0.00048828125,0.00048828125,1.0,0.7587890625,0.52734375,0.009595518931746483,0.001154184341430664,0.00044465065002441406,0.009595518931746483,0.004776074085384607,0.032822154462337494,0.001154184341430664,0.00044465065002441406,0.23545832931995392,0.4226495027542114,0.659128725528717,0.8148470520973206,481.23513688692117,0.23618541281885197,0.01287111733108759,40246.5234375
core_165,14,0.0,0.0,0.18420691788196564,0.0361328125,0.0,0.003007605206221342,1.33514404296875e-05,0.0,0.003007605206221342,0.002944991225376725,0.0061799040995538235,1.33514404296875e-05,0.0,0.09159009903669357,0.0,0.1329137086868286,0.0,91591.09903669357,0.09258886282550191,0.0014774552546441555,12614.810546875
core_165,15,0.0,0.0,0.18504615128040314,0.2294921875,0.0,0.0030917846597731113,5.698204040527344e-05,0.0,0.0030917846597731113,0.003036545356735587,0.0057068741880357265,5.698204040527344e-05,0.0,0.11463937908411026,0.0,0.1655130684375763,0.0,114640.37908411026,0.11563278971633885,0.0015122797340154648,12967.884765625
core_165,16,0.0,0.0,0.020202945917844772,0.0,0.0,0.0029792129062116146,0.0,0.0,0.0029792129062116146,0.002990768291056156,0.005127031356096268,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0009028002386912704,12495.724609375
core_165,17,0.0,0.0,0.21647974848747253,0.109375,0.0009765625,0.006695338990539312,0.0003552436828613281,2.384185791015625e-07,0.006695338990539312,0.003402761882171035,0.03378347307443619,0.0003552436828613281,2.384185791015625e-07,0.09913182258605957,0.21647974848747253,0.13572899997234344,0.21647974848747253,99132.82258605957,0.10009625138863248,0.0069664353504776955,28082.287109375
core_165,18,0.0,0.0,0.018173495307564735,0.0,0.0,0.003018804360181093,0.0,0.0,0.003018804360181093,0.003036545356735587,0.004547188524156809,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0006633186712861061,12661.783203125
core_165,19,0.0,0.0,0.1732661873102188,0.021484375,0.0,0.0030401209369301796,1.0967254638671875e-05,0.0,0.0030401209369301796,0.0030212863348424435,0.004837110172957182,1.0967254638671875e-05,0.0,0.10611721873283386,0.0,0.1527542620897293,0.0,106118.21873283386,0.10711604395101984,0.001061293762177229,12751.19140625
core_166,0,0.422119140625,0.001708984375,0.6431525349617004,0.9833984375,0.4296875,0.05727258697152138,0.3014814853668213,0.030605077743530273,0.05727258697152138,0.027283132076263428,0.24806591868400574,0.3014814853668213,0.030605077743530273,0.14096315205097198,0.2427966296672821,0.22963301837444305,0.32761120796203613,0.33394320356820095,0.09916389010328905,0.06331834197044373,240218.640625
core_166,1,0.0,0.0,0.1446402668952942,0.2470703125,0.0,0.021786881610751152,0.0017423629760742188,0.0,0.021786881610751152,0.01916533149778843,0.0640573725104332,0.0017423629760742188,0.0,0.08987780660390854,0.0,0.1118127703666687,0.0,89878.80660390854,0.09071946447833505,0.015531460754573345,91380.8046875
core_166,2,0.00048828125,0.0,0.7167314887046814,0.3701171875,0.1611328125,0.006238601170480251,0.004603862762451172,0.0008716583251953125,0.006238601170480251,0.0035400930792093277,0.04896620288491249,0.004603862762451172,0.0008716583251953125,0.14991594851016998,0.28017571568489075,0.3044608533382416,0.44473564624786377,306.40239843682946,0.150221152194564,0.013102778233587742,26166.58984375
core_166,3,0.025146484375,0.0,1.0,0.7861328125,0.3056640625,0.025028368458151817,0.06953644752502441,0.00925898551940918,0.025028368458151817,0.010360876098275185,0.19461356103420258,0.06953644752502441,0.00925898551940918,0.1394987553358078,0.2840336859226227,0.27710384130477905,0.47015950083732605,5.54726481804635,0.13072897100806816,0.0405283160507679,104976.5859375
core_166,4,0.0,0.0,0.2831006348133087,0.1708984375,0.0185546875,0.00535500468686223,0.002430438995361328,1.6689300537109375e-05,0.00535500468686223,0.0030518043786287308,0.05191119387745857,0.002430438995361328,1.6689300537109375e-05,0.10174700617790222,0.22497092187404633,0.14536811411380768,0.2678880989551544,101748.00617790222,0.10249728584743081,0.009887983091175556,22460.517578125
core_166,5,0.0,0.0,0.062867172062397,0.0,0.0,0.0023578170221298933,0.0,0.0,0.0023578170221298933,0.002731364918872714,0.006408789195120335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0014239855809137225,9889.4013671875
core_166,6,0.0,0.0,0.29550620913505554,0.2548828125,0.1025390625,0.008494239300489426,0.008409976959228516,4.5299530029296875e-05,0.008494239300489426,0.0031128404662013054,0.07624933123588562,0.008409976959228516,4.5299530029296875e-05,0.10189545899629593,0.2224515825510025,0.1451849490404129,0.2645510137081146,101896.45899629593,0.10203011055692784,0.015212198719382286,35627.421875
core_166,7,0.0,0.0,0.012130922637879848,0.0,0.0,0.0016236507799476385,0.0,0.0,0.0016236507799476385,0.001892118714749813,0.0036926832981407642,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,0.0013336192350834608,6810.0849609375
core_166,8,0.0,0.0,0.13914701342582703,0.03515625,0.0,0.011299870908260345,4.982948303222656e-05,0.0,0.011299870908260345,0.009460593573749065,0.035843443125486374,4.982948303222656e-05,0.0,0.09127961844205856,0.0,0.11969786137342453,0.0,91280.61844205856,0.09227502019637719,0.008497954346239567,47395.09375
